cdr_id,calling_number,called_number,imsi,imei,start_time,end_time,duration_seconds,call_type,call_direction,call_status,tower_id,lac,cell_id,latitude,longitude,city,network_type,roaming_status,operator,billing_type,charge_amount,action,application
e2812ba0-c2bf-4cf1-8e0f-4cab88b7e557,user_1,+449101588419,944942527783444,929689748600001,2025-07-14 11:38:24,2025-07-14 11:46:47,503,Voice,Incoming,Completed,6569,609,1517,41.88287,-87.628308,Chicago,2G,Home,OperatorA,Prepaid,9.38,DENY,HTTPS
781900aa-f7ea-4762-bdb3-74188fdcd00b,user_1,+337784765705,663619291774548,334523118028171,2025-07-14 11:40:24,2025-07-14 11:49:25,541,Voice,Incoming,Completed,2597,668,6106,41.881889,-87.636897,Chicago,2G,Home,OperatorC,Postpaid,9.45,ALLOW,HTTPS
ae4f5493-84c0-4d00-8607-634afe232990,user_1,+18117248332,557267284549881,131265810895780,2025-07-14 11:40:24,2025-07-14 11:41:52,88,Voice,Incoming,Completed,6794,588,3538,41.884892,-87.638241,Chicago,2G,Home,OperatorC,Prepaid,1.65,ALLOW,HTTPS
5ce6d106-c29e-404a-aa10-6175613a9854,user_1,+447270017331,883934690384711,596990975453749,2025-07-14 02:05:35,2025-07-14 11:54:04,220,Voice,Incoming,Completed,9650,434,1459,41.87777,-87.638936,Chicago,4G,Roaming,OperatorD,Prepaid,15.22,ALLOW,HTTP
aa3f815e-3ee7-45b5-843b-e3946f415f49,user_1,+497201220122,361615260267131,913006904981228,2025-07-14 14:07:33,2025-07-14 14:15:52,499,Voice,Incoming,Completed,9233,207,1800,33.439745,-112.074686,Phoenix,4G,Home,OperatorC,Prepaid,8.94,ALLOW,HTTPS
ebedabde-6526-428a-8a85-ad8bd0e10dbb,user_1,+447957156582,856539481446865,723354468389555,2025-07-14 22:17:23,2025-07-14 14:17:02,509,Voice,Outgoing,Completed,1222,419,9456,33.439168,-112.064443,Phoenix,4G,Roaming,OperatorC,Prepaid,18.04,ALLOW,HTTP
05b7af8c-6680-4289-b4df-ae35678f15d2,user_1,+19542206238,582807537976954,778480607907616,2025-07-14 14:13:33,2025-07-14 14:22:41,548,Voice,Incoming,Completed,8475,869,5665,33.446343,-112.074971,Phoenix,5G,Home,OperatorB,Postpaid,3.24,ALLOW,SSH
d78df570-5e1e-4ce8-acae-4d3fb3c37feb,user_1,+339865451305,686964525937310,980637710596983,2025-07-14 14:19:33,2025-07-14 14:23:41,336,SMS,Outgoing,Completed,2904,967,8692,33.444293,-112.072839,Phoenix,4G,Home,OperatorD,Prepaid,3.59,ALLOW,CustomApp
323463e9-c638-4a25-bad9-78fd8c0d7d72,user_1,+497294783286,880424637363086,323021015924649,2025-07-14 08:35:49,2025-07-14 08:43:53,484,Video,Outgoing,Completed,2622,299,6267,52.521912,13.406828,Berlin,4G,Home,OperatorB,Prepaid,8.34,ALLOW,HTTP
a943fb0e-ad4f-497a-a150-a7ac721858df,user_1,+447833182795,297998618192687,702152790322321,2025-07-14 05:05:54,2025-07-14 08:42:12,323,Voice,Outgoing,Completed,1580,507,3990,52.512437,13.41188,Berlin,4G,Roaming,OperatorA,Prepaid,13.14,ALLOW,HTTP
38ffd276-5ca7-44d5-9937-804518022476,user_1,+19132929734,502748721461309,181785095131655,2025-07-14 08:43:49,2025-07-14 08:50:29,207,SMS,Incoming,Missed,2831,194,2360,52.524706,13.399733,Berlin,4G,Home,OperatorD,Prepaid,1.99,ALLOW,SSH
bd6451ae-2d33-478c-acbd-8b8a3043b8d2,user_1,+499260277420,607785151309368,647696259601970,2025-07-14 08:44:49,2025-07-14 08:48:42,233,Voice,Outgoing,Completed,8335,911,7195,52.513885,13.399795,Berlin,3G,Home,OperatorC,Prepaid,6.78,ALLOW,DNS
1db4861c-9fbf-4361-9cd7-bbd62111340d,user_2,+17367879747,804729602823196,341062233786818,2025-07-14 12:36:00,2025-07-14 12:38:13,125,SMS,Incoming,Completed,7222,674,3196,33.440358,-112.075272,Phoenix,4G,Home,OperatorA,Prepaid,0.51,ALLOW,HTTPS
2d867722-5eec-47a3-95be-6c7abe00e833,user_2,+497308582963,816995061684884,799357077831328,2025-07-14 12:37:00,2025-07-14 12:44:40,460,Voice,Incoming,Completed,4444,434,7607,33.457324,-112.080753,Phoenix,4G,Roaming,OperatorA,Postpaid,8.33,ALLOW,FTP
527bf01a-303a-4abc-9125-e9a33d6bf7de,user_2,+447323441908,390601455417217,361610693501418,2025-07-14 16:46:39,2025-07-14 12:38:53,53,Voice,Incoming,Completed,4734,780,2856,33.440172,-112.080958,Phoenix,4G,Roaming,OperatorA,Prepaid,13.68,ALLOW,HTTP
e15e166f-ac7f-449c-a7b9-3f14238e8e35,user_2,+449052017584,895811570581373,100915332065912,2025-07-14 12:48:00,2025-07-14 12:55:39,459,Voice,Incoming,Completed,5894,246,2306,33.453647,-112.068881,Phoenix,4G,Home,OperatorD,Prepaid,7.92,ALLOW,DNS
2ad30dee-3d59-4c5f-90e9-616cbf63f3c8,user_2,+447221684644,482167740677904,126805161979390,2025-07-14 02:09:38,2025-07-14 08:54:10,312,Voice,Incoming,Completed,4147,474,8462,33.448272,-112.07965,Phoenix,4G,Roaming,OperatorB,Postpaid,16.46,ALLOW,HTTP
ac248b6b-0481-4ba2-bec2-688f24753851,user_2,+19119156730,860967056713455,642741456264250,2025-07-14 08:51:58,2025-07-14 08:52:54,56,Voice,Outgoing,Completed,3303,202,8889,33.452675,-112.077082,Phoenix,3G,Home,OperatorC,Postpaid,4.04,ALLOW,HTTPS
0cbfed8b-2f0a-435f-8f67-8f4c06fbcbab,user_2,+449350981520,909813576791177,690042143092133,2025-07-14 08:54:58,2025-07-14 09:03:08,490,Video,Outgoing,Completed,2483,306,3638,33.453633,-112.066016,Phoenix,4G,Home,OperatorB,Prepaid,9.36,ALLOW,HTTP
371e083c-a915-47e9-b07c-e256a0ab4a1c,user_2,+917469928883,374991634718222,650968912452905,2025-07-14 09:00:58,2025-07-14 09:03:47,169,Voice,Outgoing,Completed,6350,750,6363,33.444354,-112.065955,Phoenix,5G,Home,OperatorB,Prepaid,5.25,ALLOW,HTTPS
bdb95388-95e0-49ee-9c18-7c5a5cf3b4ff,user_2,+497784841905,862954084993073,837546908490244,2025-07-14 18:41:04,2025-07-14 18:45:25,412,SMS,Incoming,Completed,8089,804,3726,40.704255,-73.997971,New York,4G,Home,OperatorA,Prepaid,1.17,ALLOW,HTTP
75f69922-4258-47a8-8b53-8a232c36e599,user_2,+499942353554,631397561105320,647547190042623,2025-07-14 18:43:04,2025-07-14 18:49:45,401,SMS,Outgoing,Completed,2031,223,9642,40.713502,-74.014114,New York,4G,Home,OperatorC,Prepaid,0.59,ALLOW,DNS
f8c24c71-afe1-4e9f-89fa-88fbc46310ed,user_2,+18622616526,202852477211823,953071248717478,2025-07-14 18:45:04,2025-07-14 18:50:31,327,Voice,Outgoing,Completed,1357,740,9902,40.717682,-73.998855,New York,4G,Home,OperatorD,Postpaid,0.15,ALLOW,CustomApp
93cc4ace-0f1e-4bfc-a639-bf8221163dfe,user_2,+447384292048,423362264260209,617630220584734,2025-07-14 12:07:05,2025-07-14 18:44:47,43,Voice,Outgoing,Completed,9603,770,8389,40.718733,-74.014437,New York,4G,Roaming,OperatorB,Prepaid,15.32,ALLOW,HTTP
53db385b-4e46-4010-8ada-712290e5c8a5,user_2,+917029943511,901674965689204,860747253720718,2025-07-14 15:29:36,2025-07-14 15:35:55,250,SMS,Outgoing,Completed,9311,413,9062,40.705928,-73.996744,New York,4G,Home,OperatorA,Prepaid,3.58,ALLOW,HTTPS
c35dcd60-fc81-4803-becb-19be07931a93,user_2,+917399747387,260532313847760,944770690296629,2025-07-14 15:33:36,2025-07-14 15:37:51,255,Voice,Incoming,Completed,6651,486,6456,40.704111,-74.000507,New York,3G,Home,OperatorC,Prepaid,2.42,DENY,FTP
4e95b2e3-7a3b-4e1d-b6f5-ac91e8785949,user_2,+497402930735,607454016099820,982727436102715,2025-07-14 15:33:36,2025-07-14 15:38:28,292,Voice,Incoming,Completed,5992,309,2122,40.705311,-74.013089,New York,5G,Home,OperatorD,Postpaid,1.42,ALLOW,HTTPS
7d5726c9-5420-455e-be0f-ccfb2660ae48,user_2,+447347907902,384789156936181,977267780054858,2025-07-14 17:08:15,2025-07-14 15:44:02,146,Voice,Outgoing,Completed,2949,492,2049,40.712771,-74.014697,New York,4G,Roaming,OperatorC,Prepaid,13.06,ALLOW,HTTP
fec0592c-59f8-49f0-9752-6cb633eaa5d6,user_2,+447319551070,516448851875691,745079339094743,2025-07-14 04:05:02,2025-07-14 10:59:53,295,Voice,Outgoing,Completed,4496,713,1880,48.854621,2.350006,Paris,4G,Roaming,OperatorA,Prepaid,15.75,ALLOW,HTTP
b31b3afc-1b35-4708-a5f2-8e8372c83faf,user_2,+919791714398,378609919996797,837024830537258,2025-07-14 10:58:58,2025-07-14 11:04:35,337,Voice,Outgoing,Completed,2642,354,8727,48.865771,2.355113,Paris,3G,Home,OperatorB,Prepaid,4.43,ALLOW,HTTPS
03e8b660-d094-497f-9b7b-a272d79a154f,user_2,+499929836616,711234238401831,542220534980479,2025-07-14 11:00:58,2025-07-14 11:09:30,205,SMS,Incoming,Completed,4449,410,8829,48.851262,2.360922,Paris,2G,Home,OperatorC,Prepaid,17.73,ALLOW,HTTPS
e8659e78-b79f-4a4f-a4cd-9ef848d2cb57,user_2,+498515728382,536894754193847,197365885845160,2025-07-14 10:57:58,2025-07-14 11:07:48,590,Video,Outgoing,Completed,1498,102,8034,48.858042,2.352419,Paris,3G,Home,OperatorA,Postpaid,2.59,ALLOW,DNS
78ad81e3-1fb8-42d1-a750-c5ba92560d82,user_2,+917760520280,212634909342351,173498838424689,2025-07-14 16:46:07,2025-07-14 16:54:05,478,Voice,Outgoing,Completed,2322,230,6353,34.052628,-118.249827,Los Angeles,3G,Home,OperatorC,Prepaid,8.67,ALLOW,DNS
1a3a922a-a044-4c5b-b0bf-10142e902b6d,user_2,+447974722818,769218016670174,826149507798134,2025-07-14 16:49:07,2025-07-14 16:51:09,53,SMS,Outgoing,Completed,3749,585,6676,34.057393,-118.25206,Los Angeles,4G,Home,OperatorB,Prepaid,2.01,ALLOW,DNS
3de86cf9-c700-4b84-a30f-ee6612836e5c,user_2,+447921328000,604592294981280,585324091082691,2025-07-14 16:54:07,2025-07-14 16:58:07,240,Voice,Incoming,Completed,5219,704,8335,34.042355,-118.250597,Los Angeles,4G,Home,OperatorA,Prepaid,3.44,ALLOW,FTP
e31bf030-e00e-4c72-9b67-f398a28d8961,user_2,+447298636720,298579925158817,448197974514786,2025-07-14 00:10:27,2025-07-14 16:51:39,152,Voice,Outgoing,Completed,9090,283,1544,34.055502,-118.252216,Los Angeles,4G,Roaming,OperatorA,Postpaid,18.51,ALLOW,HTTP
212c3b9a-9688-414f-b264-d43f15c0b711,user_3,+339255970392,226105794675108,274119136523475,2025-07-14 08:46:45,2025-07-14 08:52:02,276,SMS,Outgoing,Completed,1600,231,6963,48.861002,2.354216,Paris,3G,Home,OperatorC,Prepaid,-0.89,ALLOW,CustomApp
98ce93a1-1e87-4ce6-a47d-e3831ce7f11f,user_3,+447249581358,534762658810405,650121085976642,2025-07-14 00:24:33,2025-07-14 08:54:57,372,Voice,Incoming,Completed,6927,332,4439,48.855225,2.3525,Paris,4G,Roaming,OperatorB,Prepaid,15.9,ALLOW,HTTP
f1609f37-e518-4ce7-90b5-0a5c9d8d6ce2,user_3,+499011230469,771916622515664,687514509453796,2025-07-14 08:50:45,2025-07-14 08:55:55,310,Voice,Outgoing,Completed,7671,222,9395,48.84772,2.351072,Paris,3G,Home,OperatorB,Postpaid,5.9,ALLOW,HTTP
629e979e-fb68-4d78-b154-5862b0a4b552,user_3,+499291058989,431217108137431,654072856419042,2025-07-14 08:49:45,2025-07-14 08:54:46,301,Voice,Outgoing,Completed,1451,427,3841,48.854771,2.357869,Paris,4G,Home,OperatorA,Postpaid,1.71,ALLOW,HTTPS
45525ee6-eb0c-4e30-8926-056850b129c8,user_3,+447640610975,464944230184732,322336681493534,2025-07-14 18:20:33,2025-07-14 13:27:58,597,Voice,Outgoing,Failed,4401,555,4264,48.860051,2.350727,Paris,4G,Roaming,OperatorB,Prepaid,19.1,ALLOW,HTTP
5248cc72-588b-4067-96b8-2cbb60ca6a0a,user_3,+447519391257,941638569788478,381853216607078,2025-07-14 13:19:01,2025-07-14 13:22:21,290,SMS,Outgoing,Completed,4762,644,8524,48.854933,2.354374,Paris,4G,Home,OperatorC,Postpaid,12.61,ALLOW,FTP
b160336a-bf72-4ccb-8e5f-20801888de26,user_3,+337081939501,275718862770883,564674968130042,2025-07-14 13:22:01,2025-07-14 13:28:14,373,Video,Incoming,Completed,1368,478,4842,48.864867,2.354057,Paris,4G,Home,OperatorA,Postpaid,2.01,ALLOW,DNS
225726f1-0369-43df-954f-92c1792f5666,user_3,+498152907282,958682831246253,210753166230650,2025-07-14 13:30:01,2025-07-14 13:37:12,431,Voice,Outgoing,Completed,5881,961,7538,48.854607,2.343466,Paris,4G,Home,OperatorB,Prepaid,1.01,ALLOW,HTTP
f518f3e7-34a9-4157-965b-decadc44aab9,user_3,+918536276199,984799114646304,767431668674015,2025-07-14 11:21:05,2025-07-14 11:23:59,73,Voice,Incoming,Completed,4552,992,5747,33.455605,-112.066394,Phoenix,3G,Home,OperatorC,Prepaid,4.3,ALLOW,HTTP
451d393a-23a6-49c7-8acd-dc51d54b850d,user_3,+447216222150,944979869292878,831532023815381,2025-07-14 10:33:33,2025-07-14 11:27:20,195,Voice,Outgoing,Completed,9976,312,1347,33.450572,-112.072394,Phoenix,4G,Roaming,OperatorC,Prepaid,13.04,ALLOW,HTTP
b45dd418-0b03-4d27-959b-094ba17058c0,user_3,+918215998493,836311661955202,216265171330037,2025-07-14 11:25:05,2025-07-14 11:32:45,460,Voice,Outgoing,Completed,3177,268,4111,33.443737,-112.082846,Phoenix,4G,Home,OperatorB,Prepaid,9.65,ALLOW,DNS
68b1948e-bbdd-444c-84e1-6efa3b64e1ab,user_3,+19447117858,802984879511975,707848860649814,2025-07-14 11:24:05,2025-07-14 11:25:20,75,Voice,Incoming,Missed,9132,780,9266,33.452849,-112.077493,Phoenix,4G,Home,OperatorB,Prepaid,9.3,ALLOW,FTP
1a7f1a9f-132b-4410-9efc-1e5e5301e6d4,user_3,+447129687789,499949665780121,899873261104388,2025-07-14 04:06:58,2025-07-14 14:14:24,207,Voice,Outgoing,Failed,6825,757,6001,33.442073,-112.080651,Phoenix,4G,Roaming,OperatorB,Postpaid,14.7,ALLOW,HTTP
2f949722-3cd4-4a6f-a029-25da841c9406,user_3,+498324499414,696949057744406,413708200745980,2025-07-14 14:14:57,2025-07-14 14:18:03,186,Video,Outgoing,Completed,8881,347,4682,33.456343,-112.08225,Phoenix,3G,Home,OperatorC,Prepaid,6.75,ALLOW,HTTPS
1f3b9540-c926-4e4a-9725-fd2b753f1794,user_3,+17721122855,224112549518577,610811849897803,2025-07-14 14:14:57,2025-07-14 14:17:33,156,Video,Outgoing,Completed,8284,612,5409,33.450954,-112.076147,Phoenix,3G,Home,OperatorD,Prepaid,1.63,ALLOW,HTTP
5e96ea88-d0b4-4399-b6ca-db98d05c1749,user_3,+498977075493,697944494949687,358870080845845,2025-07-14 14:19:57,2025-07-14 14:21:21,89,SMS,Outgoing,Completed,4643,746,9904,33.445385,-112.075962,Phoenix,4G,Roaming,OperatorC,Postpaid,14.09,ALLOW,HTTP
0ea9ede9-b0fe-44b1-8dbe-0ac25bafd34b,user_3,+497654837662,239594543815488,501498208662928,2025-07-14 18:15:31,2025-07-14 18:16:40,69,Voice,Outgoing,Completed,3420,145,7734,33.446855,-112.070076,Phoenix,2G,Home,OperatorD,Prepaid,2.83,ALLOW,DNS
aefccc99-1fb9-4895-96d9-0c7c294437c5,user_3,+18252849664,620957101659647,448183712809472,2025-07-14 18:16:31,2025-07-14 18:26:03,671,Voice,Incoming,Completed,7483,891,5490,33.442135,-112.066991,Phoenix,3G,Home,OperatorD,Postpaid,8.92,ALLOW,SSH
0e3b747c-6863-44a0-8ecb-f528345a480d,user_3,+447702320974,377877115085161,249912824902054,2025-07-14 03:49:11,2025-07-14 18:29:14,463,Voice,Incoming,Completed,2902,497,4940,33.443323,-112.072677,Phoenix,4G,Roaming,OperatorC,Postpaid,17.3,ALLOW,HTTP
167f6b69-4671-45b9-a756-f40e0d698498,user_3,+339457975722,809101445929712,306612944154819,2025-07-14 18:18:31,2025-07-14 18:27:00,509,Voice,Incoming,Completed,9377,181,5314,33.440089,-112.068073,Phoenix,5G,Home,OperatorA,Prepaid,0.82,ALLOW,FTP
ea7ee43b-792c-4ef7-9313-90255fed2efe,user_3,+918664646704,694421994286122,622139068886118,2025-07-14 13:42:59,2025-07-14 13:48:15,316,Voice,Incoming,Completed,4909,302,3301,29.762558,-95.376537,Houston,4G,Home,OperatorA,Prepaid,5.12,ALLOW,HTTP
13553a23-fbb0-42a7-a5a7-12621feb88e3,user_3,+919433942816,497516059791655,359375182582447,2025-07-14 13:44:59,2025-07-14 13:53:16,497,Voice,Incoming,Missed,1727,392,7804,29.759975,-95.372768,Houston,5G,Home,OperatorB,Prepaid,1.74,ALLOW,HTTP
863a6aee-00d6-4f24-b966-9eb4701fe52b,user_3,+447164189805,215903821804062,361305378231194,2025-07-14 13:48:59,2025-07-14 13:49:30,9,SMS,Outgoing,Completed,8777,913,4826,29.756321,-95.364886,Houston,3G,Home,OperatorB,Prepaid,5.12,ALLOW,HTTP
b184e1f6-ed46-4ee3-886b-806fe986e66b,user_3,+447182288885,582317146514431,202007776246159,2025-07-14 13:06:25,2025-07-14 13:49:08,189,Voice,Incoming,Missed,5420,311,6506,29.766628,-95.370843,Houston,4G,Roaming,OperatorA,Postpaid,18.88,ALLOW,HTTP
f05c9e8f-5503-46c3-9b02-0868b4ff7559,user_4,+919771845798,587451952025900,122907410279987,2025-07-14 15:10:41,2025-07-14 15:17:15,318,SMS,Incoming,Completed,4030,430,9278,34.04625,-118.242785,Los Angeles,4G,Home,OperatorB,Prepaid,1.69,ALLOW,CustomApp
b5f29531-4540-4c80-8d16-1ef491dc9304,user_4,+19311994091,278489810856581,313845025570380,2025-07-14 15:12:41,2025-07-14 15:21:41,540,Video,Incoming,Completed,2911,194,7397,34.056146,-118.236779,Los Angeles,4G,Home,OperatorD,Prepaid,2.92,ALLOW,HTTP
17c14893-89b5-454e-92d2-6f880879c892,user_4,+447476910666,248448224543780,875232447064454,2025-07-14 10:25:55,2025-07-14 15:21:13,272,Voice,Outgoing,Failed,4933,537,9018,34.042208,-118.245231,Los Angeles,4G,Roaming,OperatorB,Prepaid,15.68,ALLOW,HTTP
1fdfe4bb-155b-450d-b3df-8c1314cce7fd,user_4,+498585723526,808933142343263,476815467854434,2025-07-14 15:16:41,2025-07-14 15:24:48,487,Video,Incoming,Completed,5802,948,8131,34.043835,-118.248365,Los Angeles,5G,Home,OperatorC,Postpaid,5.65,ALLOW,FTP
a22b6a7d-8a84-44fb-8656-f5e0c889456e,user_4,+339789888107,340807883077180,527774393837507,2025-07-14 10:37:07,2025-07-14 10:46:28,127,Video,Incoming,Completed,4872,830,5523,19.069071,72.872021,Mumbai,4G,Home,OperatorA,Prepaid,3.38,ALLOW,HTTPS
05155db1-ee0b-4894-8f56-db194e4f67e4,user_4,+447840536421,525837904854337,520349223066665,2025-07-14 01:34:13,2025-07-14 10:41:54,47,Voice,Incoming,Completed,4443,745,4164,19.071792,72.882822,Mumbai,4G,Roaming,OperatorD,Prepaid,14.09,ALLOW,HTTP
75cab227-6d30-4c65-be6b-b22667f2e030,user_4,+449422502963,792268841889285,707503176100242,2025-07-14 10:39:07,2025-07-14 10:42:06,179,Voice,Outgoing,Completed,8262,728,6034,19.084781,72.874684,Mumbai,4G,Home,OperatorC,Prepaid,1.72,ALLOW,CustomApp
7aac9315-8dc8-416a-ac96-9a0b840eb470,user_4,+17209429937,637114857121544,966620480487858,2025-07-14 10:49:07,2025-07-14 10:55:39,392,Video,Outgoing,Completed,5516,839,5170,19.076407,72.886545,Mumbai,3G,Home,OperatorA,Prepaid,5.85,DENY,DNS
10218660-9b3e-4d99-a9e1-a10211e9b55f,user_4,+919515686791,702221323183841,660826010271113,2025-07-14 13:12:30,2025-07-14 13:15:40,172,SMS,Outgoing,Completed,4731,655,2846,29.762238,-95.361959,Houston,5G,Home,OperatorB,Prepaid,0.77,DENY,DNS
fd6527a2-57a5-4fe9-b802-75e3a3bf0946,user_4,+499691162079,991457039166350,917514264211372,2025-07-14 13:15:30,2025-07-14 13:17:58,148,SMS,Outgoing,Completed,2865,868,8660,29.766276,-95.37485,Houston,5G,Roaming,OperatorB,Postpaid,9.3,ALLOW,HTTP
3abf7f47-7b94-4e9d-b297-052db1201aaf,user_4,+447774203510,454861591533244,723786130881187,2025-07-14 13:16:30,2025-07-14 13:17:53,83,Video,Outgoing,Completed,9848,730,8136,29.76622,-95.376622,Houston,4G,Home,OperatorC,Prepaid,0.16,ALLOW,FTP
131de3ed-eb75-47cb-8cf6-d2b357ea636d,user_4,+447081611483,666389962869439,913172125990838,2025-07-14 15:56:32,2025-07-14 13:23:16,106,Voice,Outgoing,Completed,1241,653,8617,29.752149,-95.374051,Houston,4G,Roaming,OperatorC,Prepaid,12.83,ALLOW,HTTP
3648555c-7c56-467a-983c-4db5d9aab110,user_4,+19442296930,712815175505974,104743717349229,2025-07-14 11:04:07,2025-07-14 11:11:30,328,Voice,Incoming,Completed,4400,113,6351,29.751153,-95.375079,Houston,4G,Home,OperatorC,Prepaid,9.83,ALLOW,HTTP
a9215371-3d90-41b0-99ff-5e291aef6b45,user_4,+447650859603,932218275825712,599979955656806,2025-07-14 01:06:06,2025-07-14 11:07:24,77,Voice,Incoming,Completed,4942,430,3725,29.755996,-95.366144,Houston,4G,Roaming,OperatorA,Postpaid,19.72,ALLOW,HTTP
55fc766f-089e-4d99-9510-a15f0cce3d97,user_4,+919399594889,718562677843288,461696466411428,2025-07-14 11:08:07,2025-07-14 11:08:59,52,Voice,Incoming,Completed,8707,893,6824,29.753197,-95.360519,Houston,5G,Home,OperatorC,Prepaid,9.23,ALLOW,HTTPS
2eb75312-abfe-496d-8886-be65fe3522f2,user_4,+499923030332,914542015692253,417616607985962,2025-07-14 11:13:07,2025-07-14 11:22:11,544,Voice,Outgoing,Completed,7322,361,7426,29.759758,-95.377437,Houston,2G,Home,OperatorA,Prepaid,7.92,ALLOW,HTTPS
61644330-d2b7-4a94-91e1-c4c5b94a81ad,user_4,+338859082851,592738544140089,525689574667105,2025-07-14 13:32:12,2025-07-14 13:35:08,176,Video,Outgoing,Completed,2271,242,6173,40.708371,-74.014491,New York,3G,Home,OperatorB,Postpaid,0.44,ALLOW,DNS
e1f8e576-3efd-4119-8969-cd79e7b1ed3a,user_4,+18559782148,947968156783005,700859531072544,2025-07-14 13:33:12,2025-07-14 13:39:37,261,SMS,Incoming,Completed,3712,718,4194,40.710538,-74.003119,New York,5G,Home,OperatorA,Prepaid,15.47,ALLOW,CustomApp
73bf505d-27ba-4a91-8a37-ffec73792d4f,user_4,+449534741761,254287970616566,758668801635397,2025-07-14 13:36:12,2025-07-14 13:39:18,186,Voice,Outgoing,Completed,6367,507,6421,40.705986,-74.009946,New York,4G,Home,OperatorD,Prepaid,7.22,ALLOW,HTTPS
688491a9-0c99-4283-9a47-c74f1da06310,user_4,+447301111085,487405408153904,636678790948554,2025-07-14 01:14:56,2025-07-14 13:45:05,593,Voice,Outgoing,Completed,8942,204,8882,40.717463,-74.009449,New York,4G,Roaming,OperatorA,Postpaid,17.41,ALLOW,HTTP
2e3d742c-9a72-4e32-acd3-aed2ae0a4275,user_4,+17622836744,828626658446583,667914647934441,2025-07-14 09:56:28,2025-07-14 10:05:00,859,Voice,Outgoing,Completed,1845,882,3445,19.068894,72.869267,Mumbai,4G,Home,OperatorC,Postpaid,0.2,ALLOW,HTTPS
