sms_id,user_id,session_id,timestamp,src_number,dst_number,status,action,application
a06a85ae-b84a-45b5-8403-560bba302487,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 12:39:00,user_2,+917042273422,Delivered,ALLOW,FTP
28ba366e-463e-4e72-ae39-c9c9250c518a,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 16:17:23,user_2,+919308629405,Failed,DENY,SMS
8d63e785-7fff-44ac-8b1a-d8697f0deac6,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 08:50:58,user_2,+447927670984,Delivered,ALLOW,HTTP
fc59b5b0-7d00-47a0-9ab3-eabe76565c13,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 08:54:58,user_2,+448061449085,Delivered,ALLOW,HTTPS
b95d3f57-19a4-4153-a789-0cd637f4fb13,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 09:00:58,user_2,+499829768039,Delivered,DENY,HTTP
b6ba6554-3098-4073-9130-37196e32f659,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:41:04,user_2,+338281935475,Delivered,ALLOW,FTP
8b450d2b-0230-4cc5-8c69-8be02dbae442,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:42:04,user_2,+918311134173,Delivered,ALLOW,HTTPS
7549fff5-98c0-4779-b9ad-cac159e0dd54,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:47:04,user_2,+18549779128,Delivered,ALLOW,HTTP
79f496c0-2a8e-4c6d-ac78-fd8d466a68c6,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 17:38:31,user_2,+497805033639,Failed,DENY,SMS
cee845a3-d931-4060-adf8-6392f7847ec9,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:29:36,user_2,+918936322958,Failed,ALLOW,SMTP
49368f91-b914-4bcc-a32b-fc9e0a946300,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:31:36,user_2,+917571956099,Delivered,ALLOW,HTTPS
2689d656-15ea-4f54-883c-7b092dcab778,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:31:36,user_2,+448841013535,Delivered,ALLOW,HTTPS
cffc1db5-b184-4558-b9fc-7c57b1d7f5a7,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 01:58:37,user_2,+919137337785,Failed,DENY,SMS
530e81aa-e052-42a8-a0fe-dee1f189617f,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 04:04:25,user_2,+498962860265,Failed,DENY,SMS
18187027-35ba-4a13-b155-dd5c2a5437c6,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 10:58:58,user_2,+498502834184,Delivered,ALLOW,HTTPS
cd8412aa-2d2a-4db4-9c90-d066b76a49d3,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 10:58:58,user_2,+448169706676,Delivered,ALLOW,CustomApp
c34e8abc-6cf1-4bff-a420-a1a8f7b0f5e2,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 11:00:58,user_2,+498997117624,Delivered,ALLOW,HTTP
125d0a82-68f6-4304-9700-46e695ba644d,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:46:07,user_2,+337847288447,Delivered,ALLOW,SSH
05d4f912-23f1-4153-9a75-f60cd5603c1c,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:47:07,user_2,+448031012784,Failed,ALLOW,HTTPS
a8f8fa87-2e9f-43e2-96dc-324f997b7211,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:52:07,user_2,+918073162480,Delivered,ALLOW,HTTPS
b22ba321-da12-4f9c-8e9a-33ddc0a94c20,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 11:01:11,user_2,+447515237186,Failed,DENY,SMS
be740c90-248f-4fb0-83e2-3d098d907c61,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:46:45,user_3,+18289016204,Delivered,ALLOW,HTTP
31925e46-29f6-4c81-a9a0-2193d4c7d9d4,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 16:15:04,user_3,+499291808697,Failed,DENY,SMS
f6f63069-46ef-4c60-a8ea-9f1f76c16ce3,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:54:45,user_3,+448836554850,Delivered,ALLOW,HTTPS
5e585472-6e67-4d13-aeca-07593e3d5fde,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:49:45,user_3,+339725682247,Delivered,ALLOW,HTTP
34ac441f-5775-4eb0-8ec9-975a3fc6d431,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 08:51:25,user_3,+918587901785,Failed,DENY,SMS
f0c1415c-769b-42e3-b49f-fc767b8d8ed6,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:19:01,user_3,+339027160379,Delivered,ALLOW,SSH
27eab7c6-a20b-484e-bc1d-9bb77b666315,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:24:01,user_3,+337668526541,Delivered,ALLOW,DNS
a2b3f4ad-4a52-40b9-b20b-8d214ce2b937,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:21:01,user_3,+448347458506,Delivered,ALLOW,HTTP
0c93a0a9-1463-467b-b0f1-5e7dd193cedb,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:21:05,user_3,+338641433859,Delivered,ALLOW,DNS
166f616d-e295-4324-bdf2-82f15a23cb96,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 12:44:08,user_3,+339594929269,Failed,DENY,SMS
1770c4b7-06c8-4cb4-9533-f4cba4ac77dd,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:27:05,user_3,+449649972769,Delivered,ALLOW,SSH
d6388e8e-c8c5-4f1e-a25d-4eecb1ed52e2,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:30:05,user_3,+19941316268,Delivered,ALLOW,HTTPS
cb88045c-3bcc-45a4-8153-104ff7527e35,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 04:47:35,user_3,+499293591509,Failed,DENY,SMS
bc5c306c-6969-4c79-921d-25974a07d364,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:12:57,user_3,+339845996999,Delivered,ALLOW,HTTP
83770059-f2a8-4b87-929f-83ea3ea0e14c,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:16:57,user_3,+917434316354,Delivered,ALLOW,FTP
9bb9f26a-f986-4e71-bad4-cc1ea82e3600,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:22:57,user_3,+19321464186,Delivered,ALLOW,SMTP
648b2ecf-8ae0-40a0-b29d-ab8f46c47e07,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:15:31,user_3,+337281570879,Delivered,ALLOW,SSH
536c26b2-a56f-4a5a-ac26-4100c5a0d537,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:18:31,user_3,+919089968641,Delivered,ALLOW,HTTPS
f210490a-8306-4f4c-9706-3012585bd3ed,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 03:14:15,user_3,+498087363884,Failed,DENY,SMS
47c9d3c7-002c-4839-afe2-9bef854141f6,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:18:31,user_3,+919444391567,Delivered,ALLOW,HTTP
d567d922-2f3b-448a-b138-5e518c7edf1d,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:42:59,user_3,+339252392347,Delivered,ALLOW,HTTPS
17d1fa27-a9b6-45ad-ac91-bdb6ad3672c0,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:44:59,user_3,+919880145742,Delivered,ALLOW,HTTP
0b7b5740-1eb8-42eb-b969-dae55c21af6c,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:48:59,user_3,+18760459830,Delivered,ALLOW,FTP
578ac850-028d-4c34-b7c7-518175636db1,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 05:59:37,user_3,+18217925387,Failed,DENY,SMS
7e7e76f9-1b89-47be-9802-1bf306ac563f,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:10:41,user_4,+498626169982,Delivered,ALLOW,HTTPS
b57f09de-9869-4061-9c01-61de0bad3d83,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:14:41,user_4,+499344113392,Delivered,ALLOW,FTP
de18620f-0d96-41ce-afce-33310c00ebea,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 00:11:58,user_4,+17058392899,Failed,DENY,SMS
c7f47add-94c5-4d75-9c0b-a5ac7227430d,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:19:41,user_4,+918874161303,Delivered,ALLOW,DNS
011366bf-c586-48c8-9432-6a2a4583ea5c,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:37:07,user_4,+448821264392,Delivered,ALLOW,FTP
abb95379-a057-45d2-8a94-9b35393973f9,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 05:23:51,user_4,+499989725053,Failed,DENY,SMS
c96ddb1c-dbea-4752-9173-58704742714d,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:43:07,user_4,+449878518331,Delivered,ALLOW,SMTP
77864750-b6fd-423a-a43d-66dad15670f5,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:40:07,user_4,+918036930898,Delivered,ALLOW,DNS
dacd1f8b-976e-4522-a101-036776d68b0a,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:12:30,user_4,+498350838496,Failed,DENY,FTP
9f66b575-beca-4053-8a5b-73f7b6712ace,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:15:30,user_4,+449831597842,Delivered,ALLOW,HTTP
8c887c93-4772-4c5c-8521-f17ad9fd15e0,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:18:30,user_4,+918873574168,Delivered,ALLOW,SMTP
231051f9-0cd6-4011-ab45-ed569728dcaf,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 00:06:30,user_4,+447119859703,Failed,DENY,SMS
fd518634-1fa1-42cd-a07e-06f3c1435d73,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:04:07,user_4,+338711582797,Failed,ALLOW,HTTPS
4c57f503-c8ed-4fcb-8bd4-f324fbe4ece3,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 08:41:27,user_4,+338917816607,Failed,DENY,SMS
b2b7cb4e-c877-4c15-b798-23f241663a1d,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:10:07,user_4,+19584690700,Delivered,ALLOW,SMTP
b5c68396-faed-4f77-8df7-8bb3c04e459e,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:10:07,user_4,+448868907311,Delivered,ALLOW,FTP
de1c9da0-99c0-466e-8594-a8e2748f4995,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:32:12,user_4,+18101511285,Delivered,ALLOW,DNS
aee2f17d-220e-4966-82d6-aec811827707,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:35:12,user_4,+337923446781,Delivered,ALLOW,HTTP
1ff6c440-b8a9-4aa0-b68d-45ac8ada7608,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:40:12,user_4,+499693132229,Delivered,ALLOW,HTTP
5cefb974-4f0d-42f7-a4c9-485a7883cc63,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 00:10:28,user_4,+498025007049,Failed,DENY,SMS
44b319e3-061a-4984-a8cf-ef28d5d5c2f4,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 09:56:28,user_4,+338895749207,Delivered,ALLOW,SSH
4f8ee7d3-af69-4db3-abc3-b20241ab50be,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 09:59:28,user_4,+339780634338,Delivered,ALLOW,HTTP
8380047b-52b6-4916-bd60-315afc667223,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 10:02:28,user_4,+498978683263,Delivered,ALLOW,HTTP
dd7e56b9-5bc1-40a1-ad16-cfe7c9500965,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 12:17:38,user_4,+18683125445,Failed,DENY,SMS
509fdeeb-e9ba-4040-bb1f-fcf1d01d7f0f,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 00:35:17,user_5,+17231147139,Failed,DENY,SMS
aab251a9-7acd-4481-81ea-a1293304ffb1,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 15:01:58,user_5,+447506712219,Delivered,ALLOW,HTTP
922dbd76-b418-4ca4-a2c5-375d3296332f,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 15:05:58,user_5,+918067800964,Failed,ALLOW,DNS
29492f5a-f903-44e5-b158-2312a90f34e7,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 15:09:58,user_5,+498111177903,Delivered,ALLOW,FTP
27e6694c-369b-4eb4-b665-581edd528168,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:28:04,user_5,+497739203833,Failed,ALLOW,DNS
b1e89a59-6b43-4ca7-b94a-5af7c9d257a9,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 02:57:59,user_5,+17960904216,Failed,DENY,SMS
5163833b-a410-47c1-9ffe-a4a00f73e159,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:30:04,user_5,+17473011900,Delivered,ALLOW,HTTPS
16393559-93d6-4767-9d2d-77ba12a3a7ba,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:34:04,user_5,+338070101836,Delivered,ALLOW,CustomApp
5b902223-2fd6-453e-a44c-24d2fa409c52,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:06:53,user_5,+499838596178,Failed,ALLOW,HTTP
c82e4949-bc99-4c31-b704-26fc8c8044ba,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:09:53,user_5,+339676794932,Delivered,ALLOW,HTTP
51a41d86-e5bb-4043-874e-4730c7faf16d,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 04:48:58,user_5,+918566651711,Failed,DENY,SMS
84cdfde1-9de6-491c-a964-0ebb2602286f,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:18:53,user_5,+449370563238,Delivered,ALLOW,HTTPS
ec04eacf-5c25-404e-b3fa-8b0f551d7673,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 11:58:15,user_5,+338659926370,Delivered,ALLOW,HTTP
409fd220-bca6-4c5a-9671-03a147e98a46,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 22:36:33,user_5,+499174171645,Failed,DENY,SMS
8b4de3ee-e2e0-489c-82a7-cd5b51fe815d,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 12:06:15,user_5,+498903025528,Failed,ALLOW,HTTPS
07775570-35ca-4975-80c8-07da37ee0f08,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 12:01:15,user_5,+448227237348,Delivered,ALLOW,FTP
81899695-e7f2-46ef-98b8-e4d7a01ed8c4,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 17:49:07,user_5,+917438851796,Failed,DENY,SMS
28148767-474e-44f1-935f-d0430bc0b19a,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 10:57:41,user_5,+448828056533,Delivered,ALLOW,DNS
abd419ea-cf82-4dbb-87cd-9038c1c8835d,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 10:58:41,user_5,+499546030532,Delivered,ALLOW,SSH
b4a1e1de-6491-4904-8e22-db063f141da6,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 10:57:41,user_5,+919718821907,Delivered,ALLOW,SSH
5c603f79-9279-4362-85cd-5b7a2610ad0f,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 16:47:59,user_5,+339851703010,Failed,DENY,SMS
7d54e2f7-d52e-4c52-8f60-1c5dc9674870,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:06:39,user_5,+448067440756,Failed,ALLOW,HTTP
d02c0a8a-dd25-42fa-bce5-e08319e38d31,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:07:39,user_5,+19478057879,Delivered,ALLOW,HTTP
b75b1f8e-5230-44e5-ba41-238eabe12d88,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:08:39,user_5,+337103149274,Delivered,ALLOW,HTTPS
518a4252-e4c4-4cd7-9e2c-29dad1db32b9,user_6,3959b9b3-2039-4243-b7c8-2b4cdfe60888,2025-07-14 09:07:06,user_6,+19757211555,Delivered,ALLOW,HTTPS
376293a6-e741-440a-b765-857df5d8fa86,user_6,3959b9b3-2039-4243-b7c8-2b4cdfe60888,2025-07-14 09:10:06,user_6,+447901448960,Delivered,ALLOW,HTTP
1d04eca0-9d5f-428c-865c-9742e6bc57fa,user_6,3959b9b3-2039-4243-b7c8-2b4cdfe60888,2025-07-14 22:25:08,user_6,+448823265379,Failed,DENY,SMS
fdb724cf-427b-4beb-babb-0aff5ad35de0,user_6,3959b9b3-2039-4243-b7c8-2b4cdfe60888,2025-07-14 09:10:06,user_6,+17945669568,Delivered,ALLOW,HTTPS
26d342a9-a673-4ea3-a4c1-2aeb14e515fd,user_6,75660ec5-a13f-4b13-937e-52a33c96cb1c,2025-07-14 10:49:02,user_6,+449531256281,Failed,ALLOW,HTTP
0c04d5c7-9d64-457f-8fc2-b11916f29af9,user_6,75660ec5-a13f-4b13-937e-52a33c96cb1c,2025-07-14 10:52:02,user_6,+338098483848,Delivered,ALLOW,DNS
dc88f3d1-76b7-43a4-a4ae-24963e5844b3,user_6,75660ec5-a13f-4b13-937e-52a33c96cb1c,2025-07-14 10:51:02,user_6,+339511462289,Delivered,ALLOW,SMTP
5c0c1c48-6f9e-41d8-9464-4eea732d2ace,user_6,75660ec5-a13f-4b13-937e-52a33c96cb1c,2025-07-14 23:19:15,user_6,+447771548810,Failed,DENY,SMS
324ad820-bf1d-4c80-9335-1c0e117e3580,user_6,c257139f-a5ce-4305-8b20-0fb80ba25182,2025-07-14 11:28:19,user_6,+499622612613,Delivered,ALLOW,HTTP
bd8b9523-569e-4742-85b2-91b9d160755b,user_6,c257139f-a5ce-4305-8b20-0fb80ba25182,2025-07-14 02:35:14,user_6,+497012463341,Failed,DENY,SMS
fb380c4c-443f-443c-a6c8-55655f92d406,user_6,c257139f-a5ce-4305-8b20-0fb80ba25182,2025-07-14 11:36:19,user_6,+18672033054,Failed,ALLOW,DNS
17628d2e-8457-4898-9671-1e5db955f9ad,user_6,c257139f-a5ce-4305-8b20-0fb80ba25182,2025-07-14 11:34:19,user_6,+339115012820,Delivered,ALLOW,HTTPS
55f72eb4-9c0a-4d3c-a12a-82a26ce98b76,user_6,4a3b508f-f3c4-47f4-8ce6-37b03fc3f582,2025-07-14 18:01:18,user_6,+918539614899,Delivered,ALLOW,HTTP
5c917d28-20c8-4b61-8b08-28a520888fbf,user_6,4a3b508f-f3c4-47f4-8ce6-37b03fc3f582,2025-07-14 18:02:18,user_6,+917815068942,Delivered,ALLOW,HTTP
17670543-3579-4bad-b4e3-b8ca1fad2287,user_6,4a3b508f-f3c4-47f4-8ce6-37b03fc3f582,2025-07-14 13:44:55,user_6,+17575093098,Failed,DENY,SMS
f5781755-6a42-451c-870a-5508d067df73,user_6,4a3b508f-f3c4-47f4-8ce6-37b03fc3f582,2025-07-14 18:10:18,user_6,+497687309193,Delivered,ALLOW,HTTPS
2a7dbd71-82e6-4342-abc8-be43a2423611,user_6,75f9d96d-dffe-4c6a-921f-0de4887a43b2,2025-07-14 12:07:20,user_6,+447068378720,Delivered,ALLOW,HTTPS
ff45c7f6-b5fa-40fb-8d38-afa7f9bc815b,user_6,75f9d96d-dffe-4c6a-921f-0de4887a43b2,2025-07-14 10:48:59,user_6,+18969547537,Failed,DENY,SMS
1fb0d683-4b01-41a5-b797-93890b0a7c1a,user_6,75f9d96d-dffe-4c6a-921f-0de4887a43b2,2025-07-14 12:13:20,user_6,+919023381098,Delivered,ALLOW,DNS
75a00b3d-ebba-48aa-bcb1-f5dc18016c4f,user_6,75f9d96d-dffe-4c6a-921f-0de4887a43b2,2025-07-14 12:19:20,user_6,+339356919074,Delivered,ALLOW,DNS
1cb10667-4bb5-4b58-b2a3-9912a5452f96,user_6,8d627022-cea4-45ad-b029-ba32cf0051ee,2025-07-14 09:58:52,user_6,+338822923511,Failed,DENY,SMS
9167184a-d6df-4b77-89c5-3c106da24b9e,user_6,8d627022-cea4-45ad-b029-ba32cf0051ee,2025-07-14 13:40:10,user_6,+449691628777,Delivered,ALLOW,HTTP
b44a0459-ea24-4261-8af5-4b783a2d9fa0,user_6,8d627022-cea4-45ad-b029-ba32cf0051ee,2025-07-14 13:38:10,user_6,+497938191166,Delivered,ALLOW,SSH
7a41e864-19f2-4698-8055-3312be221110,user_6,8d627022-cea4-45ad-b029-ba32cf0051ee,2025-07-14 13:39:10,user_6,+497640011024,Delivered,ALLOW,HTTPS
0883a1c4-3c4d-4520-be58-f7fb7b2d94f2,user_7,3f6d06df-c0b6-47bb-ba6f-bef18b0d1ab1,2025-07-14 23:45:33,user_7,+497863958575,Failed,DENY,SMS
